id,X,Y,month,day,temp,humidity,wind
93,8.104361815,6.978152256,aug,sun,20.8,32,6.3
94,8.878606836,6.462966575,aug,sun,18.2,43,4.9
95,8.459838176,5.681967467,aug,mon,23.4,22,2.7
96,4.906283407,4.069860703,sep,sun,17.8,64,1.3
97,3.018051046,4.424406394,feb,sat,12.7,48,1.8
98,2.00245988,3.58482238,mar,sat,17.4,24,5.4
99,3.601828485,4.946706505,aug,sun,11.6,87,4.5
100,3.640177407,4.203008124,aug,sun,19.8,39,5.4
101,2.649361298,4.829978159,aug,sun,19.8,39,5.4
102,3.100063583,4.013823534,aug,tue,14.4,66,5.4
103,2.405641446,3.162186698,aug,tue,20.1,40,4
104,1.908398132,4.129952484,sep,sat,24.1,29,4.5
105,2.640940741,3.270608968,jan,sat,5.3,78,3.1
106,3.446124348,4.342103105,mar,fri,12.7,52,6.3
107,4.958796914,4.286669689,mar,thu,18.2,29,3.1
108,4.469129882,4.08194226,aug,sun,21.4,33,3.1
109,3.656585863,4.065317637,sep,sat,20.3,45,3.1
110,4.036250994,5.893339538,sep,mon,17.4,56,5.4
111,4.588384696,3.0822395,mar,fri,13.7,43,5.8
112,3.624540622,4.506004532,mar,fri,18.8,18,4.5
113,2.251072981,3.532354706,sep,sun,22.8,39,3.6
114,2.977877643,4.031735412,sep,mon,18.9,35,2.7
115,3.995183846,4.576693711,mar,tue,15.8,27,7.6
116,2.879981417,5.506965936,mar,tue,15.5,27,6.3
117,2.788922062,3.921884858,mar,sat,11.6,30,6.3
118,3.206444117,3.446835995,mar,sat,15.2,27,4.9
119,3.502664658,3.377328559,mar,mon,10.6,30,4
120,2.914862568,4.777885368,aug,thu,19.6,36,3.1
121,2.627158135,4.174784793,aug,mon,10.3,74,2.2
122,2.235153956,4.540370949,aug,mon,17.1,43,5.4
123,2.773668796,3.697534137,sep,sun,22.5,42,5.4
124,2.775212674,4.602341252,sep,tue,17.9,45,3.1
125,2.065600013,3.362452251,sep,fri,19.8,50,5.4
126,2.635182832,4.473287566,oct,sun,20.6,24,5.4
127,3.166238552,4.190417671,mar,mon,9,49,2.2
128,3.458440596,5.163558242,sep,fri,17.2,43,3.1
129,2.072637045,5.619035444,oct,wed,15.9,46,3.6
130,2.030898454,5.987708074,oct,sun,15.4,35,0.9
131,3.660975827,5.991647817,feb,sat,15.4,40,2.7
132,4.814173686,6.913769341,mar,mon,14,39,3.1
133,4.931593817,5.281080734,mar,sun,10.6,46,4.9
134,3.292761918,6.676625234,sep,thu,17.6,42,3.1
135,3.503395272,4.333038101,mar,tue,14.9,38,2.7
136,3.699119468,5.199577086,aug,sat,17.6,52,5.8
137,3.243851879,5.669045032,sep,sun,17.2,58,1.3
138,3.913250448,5.852839591,sep,mon,15.6,66,3.1
139,8.229334504,9.564712949,jul,tue,18,42,2.7
140,1.332202536,3.934660229,sep,tue,21.7,38,2.2
141,2.154308251,5.746888075,sep,mon,21.9,39,1.8
142,1.98340598,1.421908325,aug,wed,23.3,31,4.5
143,8.47316823,5.366660133,aug,fri,21.2,51,8.9
144,1.051365122,1.744351236,jul,sat,16.6,53,5.4
145,1.153559721,5.223621724,aug,wed,23.8,32,5.4
146,5.396263637,5.211683191,aug,thu,27.4,22,4
147,5.278736699,4.641264947,mar,mon,13.2,40,5.4
148,7.605126221,3.810949905,sep,tue,24.2,28,3.6
149,2.090790034,2.979832597,aug,tue,17.4,43,6.7
150,8.987400641,6.927155175,sep,thu,23.7,25,4.5
151,6.282836225,4.132769837,jun,fri,23.2,39,5.4
152,8.272062731,8.313044353,jul,sun,24.8,29,2.2
153,3.451834149,4.167687053,jul,sat,24.6,43,1.8
154,5.338338083,4.676513435,sep,fri,20.1,47,4.9
155,1.54630813,4.905968808,sep,sat,29.6,27,2.7
156,6.858572752,3.016897394,aug,sun,16.4,47,1.3
157,1.105759724,4.507203142,sep,sat,28.6,27,2.2
158,2.996331445,1.880297812,aug,wed,18.4,45,3.6
159,2.818504464,4.185809474,aug,wed,20.5,35,4
160,6.461986117,3.706439998,sep,fri,19,34,5.8
161,6.867408397,4.480007024,mar,mon,16.1,29,3.1
162,6.792122427,3.920445655,aug,thu,20.3,41,4
163,6.783154016,2.39618197,mar,sat,15.2,31,8.5
164,8.448945257,6.047738531,sep,sat,17.8,56,1.8
165,8.108713164,5.056933793,sep,sun,17.8,67,2.2
166,5.405906935,4.529839337,mar,thu,5.3,70,4.5
167,6.273671888,4.752604599,aug,wed,16.6,47,0.9
168,6.239709582,4.503640044,aug,wed,23.4,33,4.5
169,5.12512348,5.99842175,mar,fri,14.6,26,9.4
170,8.84719873,5.944670463,aug,thu,20.7,45,2.2
171,5.05898619,3.140517674,sep,wed,21.9,35,1.8
172,8.40461261,5.395027402,aug,wed,17.4,50,4
173,6.768384616,3.680687952,aug,sun,20.1,39,5.4
174,3.717536401,3.853970848,sep,mon,17.7,39,2.2
175,1.866988439,3.307148139,aug,sat,14.2,53,1.8
176,1.517405049,3.614933812,aug,sat,20.3,39,4.9
177,5.323285673,5.732534714,apr,thu,5.8,54,5.8
178,1.675519347,5.635385441,aug,sun,19.2,44,2.7
179,1.845958653,4.42165302,sep,wed,18.3,45,2.2
180,8.403805276,6.892213429,aug,tue,14.4,66,5.4
181,1.84652308,2.248305022,sep,sun,23.9,32,6.7
182,7.637618174,6.798416238,oct,mon,19.1,32,4
183,4.52216278,3.691617242,feb,sun,12.4,53,2.2
184,7.187817812,4.598002822,oct,mon,16.8,45,4.5
185,7.055894735,5.756987176,aug,fri,20.8,34,4.9
186,1.175823583,4.425836403,sep,tue,17.6,46,3.1
187,8.300529275,5.846856846,mar,sun,11.5,39,5.8
188,1.004079997,5.980602396,sep,mon,21,42,2.2
189,6.890593822,3.089260352,mar,sat,13.3,42,0.9
190,7.609819861,4.671467612,mar,sun,11.5,60,4
191,5.917022221,5.08170438,mar,fri,11.7,33,4
192,2.789235629,5.325940636,aug,thu,24.2,28,2.7
193,2.735360537,1.397674554,aug,tue,24.6,22,4.5
194,4.515600916,4.368398552,sep,wed,24.3,25,4
195,2.543471771,2.287871377,aug,tue,24.6,22,4.5
196,1.387215482,5.1790986,aug,fri,23.5,36,5.4
197,6.258117778,5.294412992,apr,thu,5.8,54,5.8
198,4.661584748,4.676968237,sep,thu,21.5,15,0.9
199,2.548413636,3.363411727,sep,tue,13.9,59,6.3
200,2.113488155,3.738687069,sep,mon,22.6,38,3.6
201,0.99003842,4.463272098,sep,tue,21.6,33,2.2
202,6.286915612,5.231819933,mar,sun,12.4,54,3.6
203,6.463469648,3.813355703,feb,sun,8.8,68,2.2
204,8.957584003,5.670731311,oct,wed,20.2,37,2.7
205,4.050591464,5.057913021,mar,sat,15.1,64,4
206,3.627141214,5.348912048,sep,thu,22.1,34,1.8
207,2.46138341,2.756343623,aug,sat,22.9,31,7.2
208,6.06196036,4.62734563,sep,tue,20.7,37,2.2
209,5.549616553,5.496803169,sep,fri,19.6,33,6.3
210,8.743853546,2.040671328,sep,thu,23.2,26,4.9
211,3.253152062,3.240426139,oct,sat,18.4,25,3.1
212,6.279553933,4.050881657,aug,sat,5.1,96,5.8
213,6.03509433,3.001859424,sep,fri,20.1,47,4.9
214,7.6387799,3.602565275,mar,mon,11,46,5.8
215,3.338111192,3.165404587,mar,sat,17,27,4.9
216,4.219528913,4.730694763,mar,sat,17,27,4.9
217,3.748501335,4.549356618,sep,sun,16.9,60,1.3
218,1.994808269,2.426668061,sep,mon,12.4,73,6.3
219,3.151814122,4.691115999,sep,wed,19.4,19,1.3
220,5.875242199,5.956931498,mar,mon,15.2,27,3.1
221,7.817436791,5.845386615,aug,sun,16.2,59,3.1
222,3.287915898,4.355035827,sep,fri,18.6,49,3.6
223,3.769318582,3.78705091,mar,mon,11,46,5.8
224,2.79367206,1.677671985,jul,fri,13.4,79,3.6
225,7.75241329,3.936233001,sep,wed,15.4,57,4.5
226,4.083089988,3.706223966,sep,sun,22.9,39,4.9
227,6.397883414,5.928193148,oct,mon,16.1,44,4
228,8.234351081,5.816223981,aug,sat,20.1,34,4.5
229,4.577820155,6.006275198,sep,sun,28.3,26,3.1
230,7.29061597,6.647420256,aug,sat,16.4,43,4
231,3.937832214,4.277308921,sep,wed,26.4,21,4.5
232,0.326742738,5.675427162,sep,sun,27.8,27,3.1
233,5.857332247,3.500194787,sep,tue,18.7,43,2.7
234,8.106086483,3.26194288,sep,tue,24.3,36,3.1
235,3.70237654,4.426603787,sep,sat,17.7,25,3.1
236,7.799224957,5.622018132,aug,sun,19.6,41,5.8
237,1.997774318,1.940587199,sep,sat,18.2,46,1.8
238,0.215464243,1.639314511,sep,tue,18.8,40,2.2
239,6.853812374,4.590888425,sep,sat,25.1,27,4
240,6.225125269,5.717784581,apr,sun,13.4,75,1.8
241,6.556153663,3.292996159,apr,wed,15.2,51,2.7
242,3.424600426,4.246964205,apr,fri,16.7,20,3.1
243,2.383468109,4.470083728,aug,sun,15.4,66,4
244,6.757011752,3.485381758,aug,sun,21.9,73,7.6
245,2.41404403,4.309102229,aug,sun,22.4,54,7.6
246,3.474752089,4.671325254,aug,sun,26.8,38,6.3
247,5.529713655,3.688452527,aug,sun,25.7,39,5.4
248,2.623243499,3.29295764,aug,wed,20.7,70,2.2
249,7.763912423,6.655960997,aug,wed,28.7,28,2.7
250,3.687809047,3.312149046,aug,wed,21.7,40,0.4
251,8.693949083,4.108358491,aug,wed,26.8,25,3.1
252,8.134073534,5.164726886,aug,wed,24,36,3.1
253,5.561705421,4.037842598,aug,wed,22.1,37,3.6
254,6.059805318,4.131809933,aug,thu,21.4,38,2.7
255,5.32569176,3.878523607,aug,thu,18.9,41,3.1
256,2.252296002,4.825605765,aug,thu,22.3,46,4
257,7.856081515,5.841561861,aug,sat,23.9,41,2.2
258,3.360518481,2.935511417,aug,sat,21.4,44,2.7
259,3.41460576,3.944040511,aug,sat,20.6,59,0.9
260,7.302160055,3.398302259,aug,sat,23.7,40,1.8
261,1.149436119,4.654227206,aug,mon,28.3,32,4
262,3.578950193,4.058812001,aug,fri,11.2,84,7.6
263,1.245725425,4.570405451,aug,fri,21.4,42,3.1
264,6.222137879,2.261842777,aug,fri,19.3,39,3.6
265,4.015028461,3.610108556,aug,fri,21.8,53,3.1
266,3.165938501,3.343753113,aug,tue,22.1,54,7.6
267,5.668845422,5.867602764,aug,tue,19.4,55,4
268,1.66209284,2.381883625,aug,tue,23.7,24,3.1
269,3.907157066,4.590326637,aug,tue,21,32,3.1
270,4.002679256,4.649709901,aug,tue,19.1,53,2.7
271,2.809400777,2.574860063,aug,tue,21.8,56,3.1
272,8.315725962,6.389332717,aug,tue,20.1,58,4.5
273,2.86150974,5.372295751,aug,tue,20.2,47,4
274,3.633469542,5.084414048,dec,sun,4.8,57,8.5
275,7.277367081,5.876727701,dec,wed,5.1,61,8
276,4.546182191,5.88212058,dec,thu,5.1,61,4.9
277,3.719553772,4.929291916,dec,mon,4.6,21,8.5
278,3.524197846,3.876010628,dec,mon,4.6,21,8.5
279,4.280208322,3.475144403,dec,mon,4.6,21,8.5
280,4.876894293,4.458906656,dec,mon,4.6,21,8.5
281,3.056545313,5.524434724,dec,fri,2.2,59,4.9
282,6.564458172,4.239470848,dec,tue,5.1,24,8.5
283,5.084018939,3.555471943,feb,sun,4.2,51,4
284,3.762874369,3.539310069,feb,wed,8.8,35,3.1
285,4.445562358,3.282021372,feb,fri,7.5,46,8
286,2.169517413,4.852938093,jul,sun,23.4,40,6.3
287,6.267127204,5.566458106,jul,wed,12.6,90,7.6
288,6.727627343,4.812990924,jul,sat,22.1,49,2.7
289,7.26318856,3.793544096,jul,sat,24.2,32,1.8
290,7.82620749,4.316378543,jul,sat,24.3,30,1.8
291,1.438040341,4.237562977,jul,sat,18.7,53,1.8
292,9.560604809,3.064385162,jul,sat,25.3,39,0.9
293,4.195001937,5.92687078,jul,fri,22.9,40,1.3
294,7.754993141,5.417950905,jul,tue,26.9,28,5.4
295,7.750442283,5.888084176,jul,tue,17.1,67,3.6
296,6.745596875,4.09324607,jun,sun,22.2,48,1.3
297,6.700458234,4.767386701,jun,sun,14.3,46,1.8
298,7.667478554,5.614308757,jun,sun,15.4,45,2.2
299,7.368689635,6.281520861,jun,wed,19.6,43,4.9
300,5.076958955,4.192629575,jun,sat,10.6,90,2.7
301,5.514096787,5.385719908,jun,mon,20.7,25,4.9
302,5.372361652,5.529114957,jun,mon,19.1,39,5.4
303,3.117825192,5.71772588,jun,fri,19.2,38,4.5
304,2.557948337,5.968931248,jun,fri,19.2,38,4.5
305,6.093937259,5.795104719,may,sat,11.3,94,4.9
306,0.99188766,3.306706701,sep,sun,19,52,2.2
307,7.587578079,4.805157595,sep,sun,17.1,53,5.4
308,2.73146015,3.376427149,sep,sun,23.8,35,3.6
309,2.693180065,3.278350027,sep,sun,16,45,1.8
310,1.486335083,3.125687177,sep,sun,24.9,27,2.2
311,6.303306386,4.599018873,sep,sun,25.3,27,2.7
312,5.967271507,3.326366353,sep,sun,24.8,28,1.8
313,2.124305821,3.659380277,sep,sun,12.2,78,6.3
314,5.800238684,5.728317503,sep,wed,24.3,27,4.9
315,4.954281811,4.813049414,sep,wed,19.7,41,1.8
316,2.153201688,4.909229883,sep,wed,18.5,30,2.7
317,4.703870058,5.921049641,sep,thu,18.6,24,5.8
318,3.246689359,3.15447505,sep,thu,19.2,24,4.9
319,5.840897546,5.020403411,sep,thu,21.6,27,2.2
320,5.27356247,4.156418908,sep,thu,21.6,28,6.3
321,5.386653981,2.929631746,sep,thu,18.9,34,7.2
322,0.496392283,4.919915498,sep,thu,16.8,28,4
323,5.525046961,4.711675731,sep,thu,16.8,28,4
324,2.57414818,4.529231126,sep,thu,12.9,39,2.7
325,5.116976538,5.744441969,sep,thu,13.7,56,1.8
326,0.584406011,3.03092368,sep,sat,24.2,27,3.1
327,5.973386469,3.431485837,sep,sat,24.1,27,3.1
328,5.084429412,4.275806746,sep,sat,21.2,32,2.2
329,6.160576375,5.781245183,sep,sat,19.7,35,1.8
330,4.853553035,3.085540759,sep,sat,23.5,27,4
331,2.908126862,3.585895324,sep,sat,24.2,27,3.1
332,7.190590877,3.565489495,sep,sat,21.5,28,4.5
333,3.935816272,4.853265904,sep,sat,17.1,41,2.2
334,1.072999432,3.022027706,sep,mon,18.1,54,3.1
335,2.963145536,2.624383034,sep,mon,18,51,5.4
336,4.079602136,3.327432916,sep,mon,9.8,86,1.8
337,6.087903701,3.912857506,sep,mon,19.3,44,2.2
338,5.946219817,2.655612687,sep,mon,23,34,2.2
339,8.892900581,6.947453453,sep,mon,22.7,35,2.2
340,1.966420569,3.508998955,sep,mon,20.4,41,1.8
341,1.680858554,4.077548349,sep,mon,19.3,44,2.2
342,7.041399962,6.997488147,sep,mon,15.7,51,2.2
343,6.928503106,3.334580918,sep,mon,20.6,37,1.8
344,7.818300576,5.255891749,sep,mon,15.9,51,4.5
345,6.054823574,2.188186055,sep,mon,12.2,66,4.9
346,2.211167368,2.382265152,sep,mon,16.8,43,3.1
347,1.243529504,3.516784032,sep,mon,21.3,35,2.2
348,4.996902143,4.832121839,sep,fri,10.1,75,3.6
349,2.329610598,4.686744539,sep,fri,17.4,57,4.5
350,5.869464831,4.989485677,sep,fri,12.8,64,3.6
351,5.156214043,3.875279161,sep,fri,10.1,75,3.6
352,4.067061844,4.342162104,sep,fri,15.4,53,6.3
353,7.734673827,4.782588481,sep,fri,20.6,43,3.6
354,6.252803045,3.724510541,sep,fri,19.8,47,2.7
355,7.854491803,3.671770023,sep,fri,18.7,50,2.2
356,3.063711634,3.463985482,sep,fri,20.8,35,4.9
357,4.529831672,4.036808661,sep,fri,20.8,35,4.9
358,5.627697841,2.035830824,sep,fri,15.9,55,3.6
359,6.912664157,3.33297332,sep,fri,19.7,39,2.7
360,1.542860587,4.565870193,sep,fri,21.1,39,2.2
361,5.836696406,5.224274832,sep,fri,18.4,42,2.2
362,3.901207993,2.344292049,sep,fri,17.3,45,4
363,6.726924834,4.418144701,sep,fri,15.2,64,3.1
364,3.838065108,3.613703984,sep,tue,15.9,53,2.2
365,6.663477647,4.826110831,sep,tue,21.1,35,2.7
366,5.005541184,4.817555888,sep,tue,19.6,45,3.1
367,4.716618929,4.519787899,sep,tue,15.9,38,5.4
368,3.347445551,4.149404047,sep,tue,16.4,27,3.6
369,5.803110059,4.228357933,sep,sat,16.8,47,4.9
370,3.69310828,4.413387437,sep,sun,13.8,77,7.6
371,7.496530615,4.48909339,sep,sun,13.8,77,7.6
372,2.966531608,4.239491448,jul,wed,14.2,58,4
373,3.847400956,4.58134997,aug,sun,10.4,75,0.9
374,5.998600525,3.740328341,aug,thu,20.3,42,2.7
375,5.689022426,4.595861496,sep,fri,10.3,78,4
376,5.531453284,4.503607836,sep,sat,15.4,57,4.9
377,7.297137222,5.012983467,aug,mon,21.1,54,2.2
378,1.875249816,2.959736815,aug,sat,21.9,42,2.2
379,6.456429938,5.335191204,mar,thu,8.7,51,5.8
380,3.83273556,4.676188917,jan,sun,5.2,100,0.9
381,5.125783381,3.334624713,jul,wed,19.3,39,7.2
382,8.586753112,6.114530425,aug,thu,16.2,63,2.7
383,8.872825432,5.535581579,aug,wed,28.2,29,1.8
384,8.794928906,5.25060187,aug,thu,20.5,58,2.7
385,8.027038205,3.070153715,aug,sat,21.3,44,4.5
386,2.040207089,3.755992442,aug,sun,20.9,50,2.2
387,2.344592797,3.120512572,sep,sun,20.6,55,5.4
388,5.692166281,4.426429935,mar,thu,11.6,48,5.4
389,5.580368363,3.102765334,aug,fri,23.3,34,3.1
390,7.921022295,4.384503666,aug,fri,23.3,34,3.1
391,6.244098832,4.680545079,feb,mon,7.5,71,6.3
392,7.691668713,6.208468191,sep,fri,20.7,46,2.7
393,1.651169258,3.114212936,sep,sun,21.9,43,4
394,1.647781825,3.683070914,mar,tue,15.2,19,7.6
395,5.982206834,5.727666747,feb,mon,5.3,68,1.8
396,3.110525759,4.496594281,feb,sun,10.1,62,1.8
397,3.993275459,3.950925041,sep,sun,20.4,55,4.9
398,4.051993926,6.979562597,aug,sun,24.3,33,3.6
399,1.160744517,2.292474925,aug,sat,25.9,32,3.1
400,8.443774611,4.540667731,jun,wed,28,34,4.5
401,8.328648824,5.539747731,jun,wed,28,34,4.5
402,2.636643323,3.426260893,sep,thu,22.8,46,4
403,8.925911105,9.831072916,aug,fri,25,36,4
404,8.011836711,5.611747345,aug,thu,21.3,41,3.6
405,1.361933891,3.056278847,sep,wed,21.8,34,2.2
406,2.223939705,1.41206843,aug,tue,27.9,27,2.2
407,5.018754985,5.707891894,sep,sat,17,67,4.9
408,4.633877633,4.276128827,feb,sat,14.2,46,4
409,3.111552903,2.841286698,sep,fri,19.9,44,3.1
410,1.441620536,3.933955279,jul,tue,23.4,31,5.4
411,5.275982466,2.929685547,feb,fri,14.7,42,2.7
412,6.941660306,3.571709736,feb,fri,8.2,53,9.4
413,8.043518203,3.1561493,jul,mon,22.8,27,4.5
414,6.859934358,5.243863774,aug,sat,26.4,33,3.6
415,5.150220896,3.783691644,aug,sun,24.1,50,4
416,7.746692638,5.858198835,aug,thu,27.5,27,4.9
417,6.266839287,3.99472506,jul,tue,26.3,39,3.1
418,6.088142892,4.891903264,mar,wed,13.8,24,5.8
419,2.868223062,3.188986037,aug,sun,24.9,42,5.4
420,2.571353107,4.737956679,aug,sun,24.8,36,4
421,8.148830325,8.768788138,aug,wed,26.2,36,4.5
422,1.177383923,4.266947268,aug,wed,30.8,19,4.5
423,7.738746608,6.963507208,jul,sun,29.3,27,3.6
424,0.393254923,3.640171388,sep,sat,22.3,48,4
425,8.358157251,5.161510436,aug,sat,26.9,31,3.6
426,2.900409683,2.583202927,aug,thu,20.4,56,2.2
427,7.82436313,5.828131612,aug,thu,20.4,56,2.2
428,1.178319938,3.967913833,aug,mon,27.9,33,2.2
429,0.069470596,2.09512494,aug,thu,26.2,34,5.8
430,3.511279232,3.254081057,aug,sun,24.6,44,4
431,6.09051362,4.866188684,sep,thu,19.4,45,3.6
432,1.868167467,3.349579477,aug,sat,23.3,40,4
433,8.46796677,6.512684874,aug,thu,23.9,38,6.7
434,2.907564563,3.633468177,aug,sun,20.9,66,4.9
435,1.83657413,4.564624302,aug,fri,22.2,45,3.6
436,1.660253928,4.440580579,jul,sat,23.8,51,1.8
437,8.262806045,6.565565301,aug,mon,26.8,35,1.3
438,8.238253991,6.495009459,aug,sat,14.2,73,2.7
439,1.338131051,4.551543148,aug,sat,23.6,53,4
440,1.746103233,2.167810266,sep,fri,19.1,46,2.2
441,5.755728968,4.453035958,sep,fri,16.2,58,3.6
442,8.797422212,5.863911209,aug,mon,25.5,29,1.8
443,5.47406897,5.135607204,apr,mon,10.9,64,3.1
444,0.312947506,2.614537755,jul,fri,14.8,78,8
445,2.407266697,4.994929912,sep,fri,16.2,58,3.6
446,5.448168462,5.657238287,aug,sun,17.3,80,4.5
447,6.275548914,4.64474657,aug,sun,19.1,70,2.2
448,2.840625244,3.577681263,mar,wed,8.9,35,8
449,7.341819933,4.152864752,sep,wed,10.5,77,4
450,7.589659082,4.250813153,aug,sun,19.3,61,4.9
451,4.91871462,4.975922302,aug,wed,23.4,49,5.4
452,1.038301773,3.683436817,aug,fri,11.8,88,4.9
453,6.209892951,4.745805594,aug,mon,17.7,65,4
454,3.657120817,4.09949323,aug,thu,17.4,54,3.1
455,2.757901277,4.183263243,aug,thu,16.8,56,3.1
456,2.498210238,4.348621928,jul,mon,17.9,48,2.7
457,2.045702457,4.066096173,aug,thu,16.6,59,2.7
458,0.163581444,3.543975375,aug,wed,19.9,50,4
459,7.434970201,6.108078936,aug,sat,18.9,64,4.9
460,6.965871155,3.498449046,aug,sat,15.5,72,8
461,1.00847245,5.757524799,aug,sat,18.9,64,4.9
462,8.308130274,5.25421313,aug,sat,18.9,64,4.9
463,1.091874045,4.230248064,sep,sun,14.5,76,7.6
464,5.717282303,4.616941345,feb,tue,4.6,82,6.3
465,6.99114664,3.700230148,feb,tue,5.1,77,5.4
466,2.000688762,2.041442211,feb,sat,4.6,59,0.9
467,6.683366301,5.618749304,mar,mon,10.2,45,5.8
468,3.570525167,3.772008833,mar,wed,11.2,41,5.4
469,5.737686961,4.860057646,mar,thu,13.3,27,3.6
470,5.750879857,2.674066799,apr,sun,13.7,33,9.4
