Feature-driven_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[209, 230, 211, 117, 135]	902	24
Personality_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[167, 158, 176, 149, 126]	776	126
Rural_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[175, 163, 157, 143, 137]	775	99
List_of_development_aid_agencies	['20160601', '20160602', '20160603', '20160604', '20160605']	[196, 203, 183, 83, 79]	744	-54
Underdevelopment	['20160601', '20160602', '20160603', '20160604', '20160605']	[174, 151, 138, 108, 123]	694	44
Human_tooth_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[169, 143, 126, 119, 136]	693	69
Personal_development_planning	['20160601', '20160602', '20160603', '20160604', '20160605']	[177, 171, 131, 69, 105]	653	-43
Group_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[128, 147, 120, 104, 124]	623	73
Memory_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[149, 105, 90, 76, 95]	515	7
Corporate_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[125, 133, 116, 56, 66]	496	-20
Assertion_(software_development)	['20160601', '20160602', '20160603', '20160604', '20160605']	[123, 119, 130, 76, 45]	493	9
Kidney_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[91, 87, 65, 54, 106]	403	47
Breast_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[59, 86, 84, 74, 78]	381	91
Limb_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[90, 71, 76, 49, 70]	356	34
Crystal_Clear_(software_development)	['20160601', '20160602', '20160603', '20160604', '20160605']	[84, 84, 46, 44, 58]	316	-20
Eye_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[61, 69, 45, 74, 60]	309	49
Ground_developments_to_football_stadiums_in_the_English_football_league_system	['20160601', '20160602', '20160603', '20160604', '20160605']	[79, 65, 58, 52, 49]	303	15
Front_end_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[73, 71, 47, 42, 44]	277	-11
Velocity_(software_development)	['20160601', '20160602', '20160603', '20160604', '20160605']	[84, 67, 84, 17, 23]	275	-27
Discovery_and_development_of_nucleoside_and_nucleotide_reverse-transcriptase_inhibitors	['20160601', '20160602', '20160603', '20160604', '20160605']	[22, 151, 45, 22, 31]	271	-75
Model-driven_software_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[71, 53, 62, 41, 43]	270	22
Discovery_and_development_of_HIV-protease_inhibitors	['20160601', '20160602', '20160603', '20160604', '20160605']	[52, 60, 55, 39, 51]	257	33
Pakistani_missile_research_and_development_program	['20160601', '20160602', '20160603', '20160604', '20160605']	[61, 53, 49, 51, 43]	257	29
Cluster_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[66, 43, 60, 45, 34]	248	30
Phonological_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[51, 50, 49, 50, 43]	243	41
Education_for_sustainable_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[50, 68, 40, 45, 37]	240	4
Discovery_and_development_of_non-nucleoside_reverse-transcriptase_inhibitors	['20160601', '20160602', '20160603', '20160604', '20160605']	[57, 60, 29, 34, 54]	234	0
List_of_Nintendo_development_teams	['20160601', '20160602', '20160603', '20160604', '20160605']	[72, 45, 42, 32, 41]	232	-2
Linguistic_development_of_Genie	['20160601', '20160602', '20160603', '20160604', '20160605']	[53, 44, 59, 46, 29]	231	37
BMP_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[56, 44, 48, 32, 38]	218	18
Game_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[57, 42, 54, 29, 36]	218	20
Infant_cognitive_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[43, 45, 45, 39, 46]	218	42
Market_development_funds	['20160601', '20160602', '20160603', '20160604', '20160605']	[68, 66, 36, 13, 30]	213	-55
Anthropology_of_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[42, 38, 64, 26, 42]	212	52
Community_economic_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[47, 43, 47, 46, 29]	212	32
Community_development_financial_institution	['20160601', '20160602', '20160603', '20160604', '20160605']	[66, 52, 46, 29, 16]	209	-27
Discovery_and_development_of_tubulin_inhibitors	['20160601', '20160602', '20160603', '20160604', '20160605']	[46, 55, 35, 44, 29]	209	7
Scoring_system_development_of_badminton	['20160601', '20160602', '20160603', '20160604', '20160605']	[52, 43, 45, 24, 35]	199	9
Stages_of_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[63, 44, 41, 23, 28]	199	-15
Human_development_index	['20160601', '20160602', '20160603', '20160604', '20160605']	[45, 38, 40, 26, 37]	186	20
Urban_Redevelopment_Authority	['20160601', '20160602', '20160603', '20160604', '20160605']	[43, 44, 47, 21, 21]	176	2
Community_development_block_in_India	['20160601', '20160602', '20160603', '20160604', '20160605']	[33, 33, 36, 37, 31]	170	38
Bat_wing_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[38, 28, 44, 19, 30]	159	27
Discovery_and_development_of_statins	['20160601', '20160602', '20160603', '20160604', '20160605']	[46, 35, 27, 26, 21]	155	-7
Uneven_and_combined_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[35, 39, 39, 19, 18]	150	2
Environmental_toxicants_and_fetal_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[26, 42, 35, 20, 23]	146	10
Ribbon_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[42, 19, 26, 26, 26]	139	17
Software_development_methodologies	['20160601', '20160602', '20160603', '20160604', '20160605']	[41, 23, 40, 17, 18]	139	11
Advanced-systems-development-inc	['20160602', '20160604', '20160605']	[1, 2, 134]	137	135
Chaos_theory_in_organizational_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[28, 32, 38, 11, 28]	137	17
National_development_bank	['20160601', '20160602', '20160603', '20160604', '20160605']	[31, 33, 35, 15, 23]	137	9
People-centered_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[39, 38, 28, 24, 6]	135	-19
Residential_cluster_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[30, 32, 37, 24, 12]	135	11
Comparison_of_development_estimation_software	['20160601', '20160602', '20160603', '20160604', '20160605']	[31, 38, 27, 22, 14]	132	-6
Local_development_framework	['20160601', '20160602', '20160603', '20160604', '20160605']	[37, 26, 29, 17, 23]	132	6
Local_economic_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[35, 23, 32, 13, 29]	132	16
Multiple_complex_developmental_disorder	['20160601', '20160602', '20160603', '20160604', '20160605']	[30, 24, 29, 16, 31]	130	22
Embryonic_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[26, 26, 20, 23, 23]	118	14
Theatre_for_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[24, 22, 27, 19, 24]	116	24
LANSA_(development_environment)	['20160601', '20160602', '20160603', '20160604', '20160605']	[30, 29, 22, 12, 22]	115	-3
Human_resource_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[28, 32, 17, 22, 15]	114	-6
Mobile_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[31, 23, 31, 16, 13]	114	6
Human_brain_development_timeline	['20160601', '20160602', '20160603', '20160604', '20160605']	[29, 23, 23, 21, 17]	113	9
Firebug_(web_development)	['20160601', '20160602', '20160603', '20160604', '20160605']	[30, 25, 21, 17, 18]	111	1
Web_integrated_development_environment	['20160601', '20160602', '20160603', '20160604', '20160605']	[27, 29, 19, 27, 9]	111	-1
Housing_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[24, 28, 23, 19, 15]	109	5
Downstream_(software_development)	['20160601', '20160602', '20160603', '20160604', '20160605']	[34, 23, 22, 14, 14]	107	-7
Software_development_life_cycle	['20160601', '20160602', '20160603', '20160604', '20160605']	[27, 27, 24, 14, 15]	107	-1
Discovery_and_development_of_thalidomide_and_its_analogs	['20160601', '20160602', '20160603', '20160604', '20160605']	[33, 19, 14, 16, 22]	104	0
Multi-channel_app_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[25, 35, 25, 6, 13]	104	-16
Behavior_driven_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[39, 31, 12, 12, 9]	103	-37
Low-impact_development_(U.S._and_Canada)	['20160601', '20160602', '20160603', '20160604', '20160605']	[29, 21, 22, 10, 19]	101	1
Fish_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[21, 15, 18, 22, 24]	100	28
Historical_development_of_Church_of_England_dioceses	['20160601', '20160602', '20160603', '20160604', '20160605']	[17, 18, 30, 17, 18]	100	30
Integrated_circuit_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[29, 18, 14, 11, 25]	97	3
Ltg-marketing--development	['20160602', '20160604', '20160605']	[1, 2, 94]	97	95
Crowdsourcing_software_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 29, 15, 27, 12]	94	14
Flexible_product_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 20, 17, 18, 15]	90	10
Future_energy_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 23, 18, 12, 17]	90	4
2012_Summer_Olympic_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[25, 12, 24, 16, 12]	89	15
Timeline_of_plastic_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[25, 19, 24, 10, 11]	89	1
Automotive_business_development_center	['20160601', '20160602', '20160603', '20160604', '20160605']	[18, 22, 28, 12, 6]	86	6
Alternative_therapies_for_developmental_and_learning_disabilities	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 16, 14, 14, 32]	83	37
Game_integrated_development_environment	['20160601', '20160602', '20160603', '20160604', '20160605']	[24, 15, 18, 14, 12]	83	5
Pursurah_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[36, 16, 20, 3, 8]	83	-21
Spiritual_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[19, 15, 25, 7, 17]	83	15
Discovery_and_development_of_direct_thrombin_inhibitors	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 16, 19, 16, 11]	82	10
Discovery_and_development_of_triptans	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 15, 17, 14, 7]	73	3
Independent_game_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[19, 14, 15, 12, 13]	73	7
History_of_the_petroleum_industry_in_Canada_(frontier_exploration_and_development)	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 17, 15, 18, 9]	72	12
Sud-Est_(development_region)	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 10, 14, 12, 16]	72	12
Mammary_gland_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[19, 6, 11, 14, 21]	71	21
Balagarh_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[24, 8, 18, 9, 10]	69	5
Bayley_scales_of_infant_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[16, 13, 14, 12, 14]	69	11
Neural_development_in_humans	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 14, 17, 13, 5]	69	1
Discovery_and_development_of_CCR5_receptor_antagonists	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 18, 8, 11, 8]	65	-11
Gibsonian_ecological_theory_of_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 11, 17, 11, 17]	64	26
Malaysia–Thailand_joint_development_area	['20160601', '20160602', '20160603', '20160604', '20160605']	[17, 14, 12, 7, 13]	63	1
Multilateral_development_bank	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 15, 11, 16, 8]	63	7
ACP–EU_development_cooperation	['20160601', '20160602', '20160603', '20160604', '20160605']	[18, 8, 20, 9, 7]	62	10
Selective_En_bloc_Redevelopment_Scheme	['20160601', '20160602', '20160603', '20160604', '20160605']	[17, 12, 16, 8, 9]	62	4
Timeline_of_developments_in_theoretical_physics	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 7, 13, 15, 14]	60	24
Neurodevelopmental_disorders	['20160601', '20160602', '20160603', '20160604', '20160605']	[16, 15, 8, 12, 8]	59	-3
Sagardighi_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 14, 18, 8, 9]	59	11
Community_youth_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 8, 13, 16, 9]	58	18
Indie_game_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[15, 10, 10, 11, 12]	58	8
Discovery_and_development_of_beta2_agonists	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 12, 19, 13, 8]	56	24
Haringhata_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 14, 8, 14, 12]	55	13
List_of_federally_funded_research_and_development_centers	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 13, 15, 9, 5]	54	4
Discovery_and_development_of_matrix_metalloproteinase_inhibitors	['20160601', '20160602', '20160603', '20160604', '20160605']	[15, 9, 7, 16, 6]	53	5
Healthy_development_measurement_tool	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 14, 6, 18, 4]	53	3
Research_&_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 11, 12, 9, 8]	53	5
Evolutionary_developmental_psychopathology	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 6, 9, 15, 11]	52	18
Pandua_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 7, 8, 11, 6]	52	-2
Gazole_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 7, 6, 17, 11]	50	18
Political_development_in_modern_Gibraltar	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 3, 14, 15, 8]	50	24
Timeline_of_the_development_of_tectonophysics_(before_1954)	['20160601', '20160602', '20160603', '20160604', '20160605']	[19, 10, 8, 6, 6]	49	-9
Artificial_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 4, 18, 7, 11]	48	24
Corona_(software_development_kit)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 7, 11, 13, 11]	48	22
Discovery_and_development_of_phosphodiesterase_5_inhibitors	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 5, 7, 18, 10]	48	22
Continuous_test-driven_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 9, 8, 12, 5]	47	3
Protein_signalling_in_heart_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 6, 11, 6, 12]	46	12
List_of_development_projects_in_Tokyo	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 11, 5, 7, 14]	45	7
Pazflor_oil_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[19, 13, 4, 8, 1]	45	-19
Process_development_execution_system	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 10, 15, 8, 3]	45	7
Chandipur_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 10, 14, 5, 11]	44	16
Forensic_developmental_psychology	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 11, 9, 12, 6]	44	10
Hingalganj_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 10, 3, 10, 11]	44	4
Residential_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 7, 12, 5, 9]	44	8
Sales_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 7, 9, 5, 10]	44	4
Child_care_and_development_block_grant	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 7, 8, 14, 6]	43	13
Khandaghosh_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 8, 3, 7, 12]	43	1
Metropolitan_Miami_(development)	['20160601', '20160602', '20160603', '20160604', '20160605']	[14, 7, 7, 8, 7]	43	1
Haroa_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 8, 7, 10, 11]	42	14
Economic_development_corporation	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 8, 11, 11, 3]	41	9
Hasnabad_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 8, 4, 14, 9]	41	13
Native_development_kit	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 6, 9, 6, 16]	41	21
Video_game_development_party	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 8, 14, 5, 7]	41	11
Amdanga_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 10, 13, 5, 8]	40	12
List_of_integrated_development_environments_for_Python_programming_language	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 10, 14, 2, 5]	40	2
Moai_(game_development_platform)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 8, 6, 12, 7]	40	10
Nintendo_development_teams	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 7, 8, 4, 13]	40	10
Bishnupur,_Bankura_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 5, 12, 6, 6]	39	9
Gaighata_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 10, 4, 10, 9]	39	7
Kashipur_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 7, 4, 3, 12]	39	-1
Nakashipara_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 6, 5, 10, 6]	39	3
Sustainable_development_goals	['20160601', '20160602', '20160603', '20160604', '20160605']	[14, 6, 11, 3, 5]	39	-1
Colonial_origins_of_comparative_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 9, 7, 8, 7]	38	6
Mixed_use_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 6, 10, 8, 8]	38	14
Nishi-Shinjuku_3-Chōme_Redevelopment	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 5, 13, 6, 5]	38	10
Bangaon_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[1, 6, 13, 4, 13]	37	23
Cooch_Behar_I_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 4, 4, 13, 9]	37	15
Kalchini_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 7, 4, 5, 13]	37	7
Mahishadal_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 4, 10, 3, 11]	37	11
Participatory_technology_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 8, 7, 2, 7]	37	-5
Sexual_abuse_of_people_with_developmental_disabilities	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 1, 9, 4, 13]	37	15
Software_development_(disambiguation)	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 7, 9, 7, 4]	37	3
Axiomatic_product_development_lifecycle	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 7, 15, 8, 1]	36	12
Swarupnagar_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 6, 6, 9, 8]	36	10
Gopiballavpur_I_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 11, 2, 9, 10]	35	7
Kaliganj_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 6, 9, 4, 12]	35	15
Monaca_(mobile_application_development_tool)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 3, 13, 5, 7]	35	15
Sustainable_development_in_Scotland	['20160601', '20160602', '20160603', '20160604', '20160605']	[14, 5, 5, 5, 6]	35	-3
Barasat_I_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 3, 13, 4, 6]	34	12
Financial_market_theory_of_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 6, 8, 12, 3]	34	12
Jamalpur_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 7, 3, 3, 13]	34	4
Software_development_tool	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 8, 7, 6, 10]	34	12
Ausgram_I_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 6, 8, 5, 9]	33	11
Barrackpore_II_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 6, 13, 2, 5]	33	7
Bhatar_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 4, 11, 4, 10]	33	17
Bishnupur_I_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 5, 16, 4, 3]	33	13
Indas_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 4, 6, 3, 14]	33	13
Khargram_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 9, 4, 3, 11]	33	3
Offshore_software_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 6, 6, 6, 5]	33	1
Baruipur_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 2, 16, 4, 6]	32	20
Image_development_(visual_arts)	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 9, 5, 3, 6]	32	-4
Madarihat-Birpara_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 7, 4, 2, 9]	32	-2
Panchla_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 10, 4, 8, 7]	32	6
Reversion_(software_development)	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 7, 7, 4, 2]	32	-6
Chandrakona_I_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 5, 10, 7, 6]	31	15
Intellectual_development	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 2, 3, 13, 5]	31	11
Jorebunglow_Sukhiapokhri_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 3, 2, 5, 11]	31	5
Krishnaganj_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 1, 3, 6, 10]	31	7
Matigara_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 3, 3, 4, 12]	31	7
Maynaguri_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 5, 9, 4, 10]	31	15
Polba-Dadpur_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 4, 7, 3, 10]	31	9
Raipur,_Bankura_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 7, 7, 5, 8]	31	9
Tufanganj_I_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 6, 3, 3, 8]	31	-3
Habra_I_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 2, 5, 9, 5]	30	8
Joypur,_Purulia_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 4, 7, 2, 12]	30	12
Kalimpong_I_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 4, 7, 3, 13]	30	16
Karandighi_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 8, 3, 1, 12]	30	2
Pandabeswar_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 7, 5, 4, 6]	30	0
Tamluk_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 7, 7, 5, 7]	30	8
Dinhata_I_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 2, 2, 11, 7]	29	11
Jalpaiguri_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 4, 6, 1, 14]	29	13
Para_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 4, 4, 4, 8]	29	3
Sarenga,_Bankura_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 5, 6, 3, 7]	29	3
Galsi_I_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 3, 1, 13, 6]	28	12
Indpur_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 4, 2, 4, 11]	28	6
Jamuria_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 7, 3, 1, 14]	28	8
Manteswar_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 4, 2, 3, 10]	28	2
Sandeshkhali_II_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 4, 6, 4, 8]	28	8
Sud_(development_region)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 2, 5, 9, 6]	28	12
Ethnodevelopment	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 1, 4, 8, 3]	27	3
Hillary_Clinton_presidential_campaign_developments,_2007	['20160601', '20160602', '20160603', '20160604', '20160605']	[2, 8, 7, 5, 5]	27	7
Kandi_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 1, 5, 4, 13]	27	17
Old_Malda_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 11, 4, 3, 4]	27	-5
Pingla_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 7, 3, 3, 7]	27	-1
Salanpur_(community_development_block)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 9, 1, 2, 8]	27	-5
