History_of_the_Opera_web_browser	['20160601', '20160602', '20160603', '20160604', '20160605']	[209, 174, 186, 125, 151]	845	79
Jezebel_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[207, 176, 164, 125, 119]	791	25
Polygon_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[186, 157, 183, 115, 147]	788	102
Personal_web_page	['20160601', '20160602', '20160603', '20160604', '20160605']	[219, 171, 118, 150, 126]	784	4
List_of_web_analytics_software	['20160601', '20160602', '20160603', '20160604', '20160605']	[201, 208, 162, 87, 78]	736	-82
List_of_video_game_websites	['20160601', '20160602', '20160603', '20160604', '20160605']	[135, 138, 130, 98, 131]	632	86
WAYN_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[137, 154, 118, 91, 103]	603	21
Web_(web_browser)	['20160601', '20160602', '20160603', '20160604', '20160605']	[115, 125, 118, 115, 120]	593	113
Comparison_of_web_search_engines	['20160601', '20160602', '20160603', '20160604', '20160605']	[127, 126, 113, 86, 135]	587	81
Flock_(web_browser)	['20160601', '20160602', '20160603', '20160604', '20160605']	[118, 138, 127, 101, 103]	587	75
Nursery_web_spider	['20160601', '20160602', '20160603', '20160604', '20160605']	[126, 126, 115, 93, 105]	565	61
Knockout_(web_framework)	['20160601', '20160602', '20160603', '20160604', '20160605']	[141, 164, 135, 49, 57]	546	-64
Launchpad_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[142, 114, 101, 74, 88]	519	7
Free_web_hosting_service	['20160601', '20160602', '20160603', '20160604', '20160605']	[114, 88, 78, 157, 71]	508	104
Comparison_of_web_browser_engines	['20160601', '20160602', '20160603', '20160604', '20160605']	[109, 106, 112, 69, 83]	479	49
List_of_chat_websites	['20160601', '20160602', '20160603', '20160604', '20160605']	[96, 96, 80, 75, 128]	475	91
Feldwebel	['20160601', '20160602', '20160603', '20160604', '20160605']	[73, 149, 78, 75, 82]	457	13
Blip_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[88, 109, 105, 78, 70]	450	56
Comparison_of_web_map_services	['20160601', '20160602', '20160603', '20160604', '20160605']	[97, 117, 88, 69, 68]	439	11
Arora_(web_browser)	['20160601', '20160602', '20160603', '20160604', '20160605']	[81, 102, 88, 81, 86]	438	72
Camino_(web_browser)	['20160601', '20160602', '20160603', '20160604', '20160605']	[113, 85, 79, 79, 80]	436	40
List_of_educational_video_websites	['20160601', '20160602', '20160603', '20160604', '20160605']	[91, 86, 91, 70, 90]	428	74
Mirror_website	['20160601', '20160602', '20160603', '20160604', '20160605']	[75, 79, 87, 83, 81]	405	97
Tornado_(web_server)	['20160601', '20160602', '20160603', '20160604', '20160605']	[101, 76, 92, 48, 77]	394	40
Holy_Grail_(web_design)	['20160601', '20160602', '20160603', '20160604', '20160605']	[89, 111, 65, 51, 71]	387	-13
List_of_free_software_web_applications	['20160601', '20160602', '20160603', '20160604', '20160605']	[91, 79, 68, 76, 73]	387	47
List_of_defunct_social_networking_websites	['20160601', '20160602', '20160603', '20160604', '20160605']	[78, 89, 71, 52, 93]	383	49
Comparison_of_free_credit_report_websites	['20160601', '20160602', '20160603', '20160604', '20160605']	[97, 80, 80, 51, 69]	377	23
Daisuki_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[88, 88, 65, 67, 66]	374	22
Allegro_(auction_website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[80, 85, 66, 54, 52]	337	7
Form_(web)	['20160601', '20160602', '20160603', '20160604', '20160605']	[46, 48, 77, 61, 86]	318	130
Cobweb_model	['20160601', '20160602', '20160603', '20160604', '20160605']	[65, 71, 66, 62, 52]	316	44
Surface_web	['20160601', '20160602', '20160603', '20160604', '20160605']	[76, 65, 62, 49, 48]	300	18
List_of_environmental_websites	['20160601', '20160602', '20160603', '20160604', '20160605']	[47, 80, 50, 45, 77]	299	45
Lala_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[75, 48, 49, 49, 58]	279	33
List_of_satirical_news_websites	['20160601', '20160602', '20160603', '20160604', '20160605']	[77, 77, 36, 31, 58]	279	-29
List_of_websites_blocked_in_the_People's_Republic_of_China	['20160601', '20160602', '20160603', '20160604', '20160605']	[57, 61, 59, 40, 53]	270	34
LEO_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[62, 55, 48, 49, 45]	259	25
Timberwolf_(web_browser)	['20160601', '20160602', '20160603', '20160604', '20160605']	[41, 54, 62, 40, 60]	257	67
Dating_website	['20160601', '20160602', '20160603', '20160604', '20160605']	[68, 53, 63, 39, 27]	250	8
Vessel_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[67, 50, 52, 33, 34]	236	2
Methods_of_website_linking	['20160601', '20160602', '20160603', '20160604', '20160605']	[52, 37, 38, 42, 65]	234	56
Ameba_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[59, 48, 54, 35, 35]	231	17
Firefly_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[53, 48, 28, 52, 39]	220	18
Gaydar_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[58, 45, 41, 38, 38]	220	14
MSN_Travel_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[57, 40, 40, 31, 50]	218	24
Drive_(web_series)	['20160601', '20160602', '20160603', '20160604', '20160605']	[44, 47, 36, 37, 50]	214	32
History_of_web_syndication_technology	['20160601', '20160602', '20160603', '20160604', '20160605']	[61, 30, 43, 42, 38]	214	32
Tofu_(web_series)	['20160601', '20160602', '20160603', '20160604', '20160605']	[49, 38, 35, 36, 54]	212	38
Tiled_web_map	['20160601', '20160602', '20160603', '20160604', '20160605']	[66, 35, 58, 27, 22]	208	6
Lift_(web_framework)	['20160601', '20160602', '20160603', '20160604', '20160605']	[53, 47, 33, 29, 42]	204	4
Fishing_down_the_food_web	['20160601', '20160602', '20160603', '20160604', '20160605']	[45, 47, 39, 37, 27]	195	11
Thunderclap_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[65, 49, 52, 17, 10]	193	-35
Viaweb	['20160601', '20160602', '20160603', '20160604', '20160605']	[64, 40, 38, 19, 30]	191	-17
Mothra_(web_browser)	['20160601', '20160602', '20160603', '20160604', '20160605']	[33, 49, 36, 27, 45]	190	26
Bravofly_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[39, 38, 35, 48, 29]	189	35
Comparison_of_web-based_genealogy_software	['20160601', '20160602', '20160603', '20160604', '20160605']	[36, 41, 32, 40, 34]	183	29
Yesod_(web_framework)	['20160601', '20160602', '20160603', '20160604', '20160605']	[70, 23, 33, 23, 31]	180	-6
Cashback_website	['20160601', '20160602', '20160603', '20160604', '20160605']	[36, 42, 36, 34, 26]	174	18
Fastweb_(telecommunications_company)	['20160601', '20160602', '20160603', '20160604', '20160605']	[28, 47, 33, 32, 24]	164	14
Tradeweb	['20160601', '20160602', '20160603', '20160604', '20160605']	[42, 42, 40, 7, 18]	149	-19
Funnel-web_spider	['20160601', '20160602', '20160603', '20160604', '20160605']	[35, 44, 18, 27, 24]	148	-10
Triangulate_cobweb_spider	['20160601', '20160602', '20160603', '20160604', '20160605']	[34, 45, 25, 16, 27]	147	-11
List_of_Monster_High_webisodes	['20160601', '20160602', '20160603', '20160604', '20160605']	[26, 19, 35, 36, 30]	146	56
Breitbart_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[31, 24, 45, 29, 16]	145	35
Social_networking_website	['20160601', '20160602', '20160603', '20160604', '20160605']	[29, 44, 20, 23, 28]	144	-2
Wuppertal_Schwebebahn	['20160601', '20160602', '20160603', '20160604', '20160605']	[33, 35, 28, 21, 25]	142	6
Oberfeldwebel	['20160601', '20160602', '20160603', '20160604', '20160605']	[35, 36, 28, 22, 20]	141	-1
The_Leaky_Cauldron_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[40, 27, 23, 23, 27]	140	6
Yola_(webhost)	['20160601', '20160602', '20160603', '20160604', '20160605']	[46, 27, 26, 22, 19]	140	-6
Computer-assisted_web_interviewing	['20160601', '20160602', '20160603', '20160604', '20160605']	[35, 42, 27, 22, 13]	139	-15
List_of_professional_webcomic_artists	['20160601', '20160602', '20160603', '20160604', '20160605']	[38, 28, 30, 16, 27]	139	7
Tabletop_(web_series)	['20160601', '20160602', '20160603', '20160604', '20160605']	[33, 26, 28, 34, 18]	139	21
Bottle_(web_framework)	['20160601', '20160602', '20160603', '20160604', '20160605']	[37, 22, 38, 15, 26]	138	20
Delfi_(web_portal)	['20160601', '20160602', '20160603', '20160604', '20160605']	[28, 28, 29, 23, 30]	138	26
Openbook_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[37, 28, 23, 14, 34]	136	6
Wretch_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[33, 31, 22, 19, 30]	135	7
"//upload.wikimedia.org/wikipedia/commons/transcoded/1/1c/Wikipedia_video_tutorial-1-Editing-en.ogv/Wikipedia_video_tutorial-1-Editing-en.ogv.160p.webm"	['20160601', '20160602', '20160603', '20160604', '20160605']	[28, 37, 17, 24, 26]	132	2
List_of_online_dating_websites	['20160601', '20160602', '20160603', '20160604', '20160605']	[23, 24, 51, 21, 13]	132	38
"//upload.wikimedia.org/wikipedia/commons/6/69/The_Impact_Of_Wikipedia.webm"	['20160601', '20160602', '20160603', '20160604', '20160605']	[26, 36, 16, 25, 26]	129	5
"//upload.wikimedia.org/wikipedia/commons/transcoded/6/69/The_Impact_Of_Wikipedia.webm/The_Impact_Of_Wikipedia.webm.1080p.webm"	['20160601', '20160602', '20160603', '20160604', '20160605']	[26, 36, 16, 25, 26]	129	5
"//upload.wikimedia.org/wikipedia/commons/transcoded/6/69/The_Impact_Of_Wikipedia.webm/The_Impact_Of_Wikipedia.webm.160p.ogv"	['20160601', '20160602', '20160603', '20160604', '20160605']	[26, 36, 16, 25, 26]	129	5
"//upload.wikimedia.org/wikipedia/commons/transcoded/6/69/The_Impact_Of_Wikipedia.webm/The_Impact_Of_Wikipedia.webm.480p.ogv"	['20160601', '20160602', '20160603', '20160604', '20160605']	[26, 36, 16, 25, 26]	129	5
"//upload.wikimedia.org/wikipedia/commons/transcoded/6/69/The_Impact_Of_Wikipedia.webm/The_Impact_Of_Wikipedia.webm.480p.webm"	['20160601', '20160602', '20160603', '20160604', '20160605']	[26, 36, 16, 25, 26]	129	5
"//upload.wikimedia.org/wikipedia/commons/transcoded/6/69/The_Impact_Of_Wikipedia.webm/The_Impact_Of_Wikipedia.webm.720p.webm"	['20160601', '20160602', '20160603', '20160604', '20160605']	[26, 36, 16, 25, 26]	129	5
"//upload.wikimedia.org/wikipedia/commons/transcoded/6/69/The_Impact_Of_Wikipedia.webm/The_Impact_Of_Wikipedia.webm.240p.ogv"	['20160601', '20160602', '20160603', '20160604', '20160605']	[26, 36, 16, 25, 25]	128	4
"//upload.wikimedia.org/wikipedia/commons/transcoded/6/69/The_Impact_Of_Wikipedia.webm/The_Impact_Of_Wikipedia.webm.360p.ogv"	['20160601', '20160602', '20160603', '20160604', '20160605']	[26, 36, 16, 25, 25]	128	4
"//upload.wikimedia.org/wikipedia/commons/transcoded/6/69/The_Impact_Of_Wikipedia.webm/The_Impact_Of_Wikipedia.webm.360p.webm"	['20160601', '20160602', '20160603', '20160604', '20160605']	[26, 36, 16, 25, 25]	128	4
List_of_video_hosting_websites	['20160601', '20160602', '20160603', '20160604', '20160605']	[33, 23, 24, 24, 24]	128	16
Caddy_(web_server)	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 32, 26, 22, 26]	126	22
Silex_(web_framework)	['20160601', '20160602', '20160603', '20160604', '20160605']	[30, 26, 25, 24, 21]	126	14
.web	['20160601', '20160602', '20160603', '20160604', '20160605']	[23, 31, 20, 27, 24]	125	17
SlipKnot_(web_browser)	['20160601', '20160602', '20160603', '20160604', '20160605']	[29, 22, 28, 20, 26]	125	23
Backpackers_(web_series)	['20160601', '20160602', '20160603', '20160604', '20160605']	[21, 24, 29, 27, 23]	124	34
Burning_Love_(web_series)	['20160601', '20160602', '20160603', '20160604', '20160605']	[29, 32, 22, 23, 18]	124	2
The_Hive_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[32, 22, 27, 24, 19]	124	16
"//upload.wikimedia.org/wikipedia/commons/thumb/6/69/The_Impact_Of_Wikipedia.webm/854px--The_Impact_Of_Wikipedia.webm.jpg"	['20160601', '20160602', '20160603', '20160604', '20160605']	[22, 35, 16, 25, 25]	123	9
Slug_(web_publishing)	['20160601', '20160602', '20160603', '20160604', '20160605']	[30, 34, 31, 11, 16]	122	-6
Sailor_(web_framework)	['20160601', '20160602', '20160603', '20160604', '20160605']	[43, 35, 38, 2, 1]	119	-37
The_Rookie_(web_series)	['20160601', '20160602', '20160603', '20160604', '20160605']	[29, 26, 22, 16, 22]	115	5
Nerve_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[39, 26, 28, 9, 10]	112	-18
Comparison_of_lightweight_web_servers	['20160601', '20160602', '20160603', '20160604', '20160605']	[25, 21, 17, 27, 21]	111	19
Firebug_(web_development)	['20160601', '20160602', '20160603', '20160604', '20160605']	[30, 25, 21, 17, 18]	111	1
Queen_of_the_Demonweb_Pits	['20160601', '20160602', '20160603', '20160604', '20160605']	[31, 19, 26, 16, 19]	111	11
Social_networking_websites	['20160601', '20160602', '20160603', '20160604', '20160605']	[35, 22, 16, 21, 16]	110	-4
The_Morning_After_(web_series)	['20160601', '20160602', '20160603', '20160604', '20160605']	[37, 23, 20, 17, 11]	108	-12
Manta_(web_site)	['20160601', '20160602', '20160603', '20160604', '20160605']	[27, 27, 21, 12, 20]	107	-1
Audioweb	['20160601', '20160602', '20160603', '20160604', '20160605']	[27, 25, 25, 16, 12]	105	1
Cobweb	['20160601', '20160602', '20160603', '20160604', '20160605']	[23, 26, 25, 18, 11]	103	5
Comparison_of_web_template_e	['20160601', '20160602', '20160603', '20160604']	[27, 28, 35, 13]	103	-7
JWt_(Java_web_toolkit)	['20160601', '20160602', '20160603', '20160604', '20160605']	[21, 23, 20, 17, 22]	103	15
Mamba_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[22, 23, 12, 13, 32]	102	12
Lethal_webcaps	['20160601', '20160602', '20160603', '20160604', '20160605']	[25, 24, 19, 13, 20]	101	3
Https://web.archive.org/web/20080308232149/http://ec.europa.eu/enterprise/ict/policy/doc/drm.pdf	['20160604']	[99]	99	99
Https://web.archive.org/web/20120821220931/http://www.directionsonmicrosoft.com/sample/DOMIS/update/2003/04apr/0403rmctte.htm	['20160604']	[99]	99	99
The_Memory_Hole_(web_site)	['20160601', '20160602', '20160603', '20160604', '20160605']	[18, 18, 17, 18, 27]	98	26
Grok_(web_framework)	['20160601', '20160602', '20160603', '20160604', '20160605']	[24, 13, 15, 22, 21]	95	21
Oberstabsfeldwebel	['20160601', '20160602', '20160603', '20160604', '20160605']	[25, 23, 14, 13, 19]	94	-2
Whomp_(webcomic)	['20160601', '20160602', '20160603', '20160604', '20160605']	[41, 13, 13, 7, 17]	91	-17
K-Town_(web_series)	['20160601', '20160602', '20160603', '20160604', '20160605']	[18, 15, 15, 13, 29]	90	24
Platform-enabled_website	['20160601', '20160602', '20160603', '20160604', '20160605']	[25, 14, 19, 14, 17]	89	11
Doctor_Who_tie-in_websites	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 19, 16, 17, 16]	88	10
Metal_Storm_(webzine)	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 15, 20, 15, 18]	88	18
List_of_websites_about_food_and_drink	['20160601', '20160602', '20160603', '20160604', '20160605']	[19, 10, 18, 15, 24]	86	28
Anonymous_web_proxy	['20160601', '20160602', '20160603', '20160604', '20160605']	[24, 16, 7, 21, 17]	85	5
List_of_video_sharing_websites	['20160601', '20160602', '20160603', '20160604', '20160605']	[17, 21, 17, 15, 13]	83	7
Astraweb	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 11, 23, 12, 21]	80	32
58_pattern_webbing	['20160601', '20160602', '20160603', '20160604', '20160605']	[14, 18, 24, 10, 13]	79	15
Lawrence_Landweber	['20160601', '20160602', '20160603', '20160604', '20160605']	[17, 13, 15, 11, 22]	78	18
Mugshot_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 32, 16, 6, 11]	78	-12
School_website	['20160601', '20160602', '20160603', '20160604', '20160605']	[19, 16, 16, 10, 17]	78	8
Ark_(web_series)	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 20, 18, 15, 11]	76	12
Scoop_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[16, 17, 12, 14, 15]	74	8
Anacostia_(web_series)	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 12, 24, 12, 15]	73	29
Quixote_(web_framework)	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 9, 16, 13, 15]	73	15
Real_Life_(webcomic)	['20160601', '20160602', '20160603', '20160604', '20160605']	[22, 17, 15, 11, 8]	73	-5
Discus_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[18, 14, 13, 16, 10]	71	7
2014_in_webcomics	['20160601', '20160602', '20160603', '20160604', '20160605']	[14, 7, 13, 15, 21]	70	28
Quora_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[15, 19, 15, 7, 10]	66	-2
Spanish_web	['20160601', '20160602', '20160603', '20160604', '20160605']	[18, 18, 13, 5, 11]	65	-7
Bluelight_(web_forum)	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 16, 21, 10, 9]	64	16
NORC_(web_service)	['20160601', '20160602', '20160603', '20160604', '20160605']	[17, 19, 10, 12, 6]	64	-8
TUX_web_server	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 10, 17, 12, 5]	64	4
Sensor_web	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 9, 6, 9, 18]	62	4
Zeal_(web)	['20160601', '20160602', '20160603', '20160604', '20160605']	[17, 8, 17, 8, 11]	61	11
Araneomorph_funnel-web_spider	['20160601', '20160602', '20160603', '20160604', '20160605']	[15, 15, 10, 5, 14]	59	-1
Roxen_(web_server)	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 9, 9, 11, 16]	56	16
Showcase_website	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 10, 11, 11, 13]	55	15
2003_in_webcomics	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 7, 21, 12, 6]	54	24
Chollima_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 13, 8, 14, 6]	54	2
Nagare_(web_framework)	['20160601', '20160602', '20160603', '20160604', '20160605']	[15, 8, 12, 12, 7]	54	8
Gateway_(web_page)	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 9, 14, 12, 7]	53	13
Transweb	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 13, 11, 5, 11]	53	1
Louisiana_ex_rel._Francis_v._Resweber	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 12, 9, 10, 8]	49	5
The_Frisky_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 16, 6, 8, 8]	49	-5
Digger_(webcomic)	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 13, 9, 13, 4]	48	4
"//upload.wikimedia.org/wikipedia/commons/c/cb/High_Speed_Flash_Photography.webmhd.webm"	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 15, 7, 10, 8]	47	3
"//upload.wikimedia.org/wikipedia/commons/thumb/c/cb/High_Speed_Flash_Photography.webmhd.webm/854px--High_Speed_Flash_Photography.webmhd.webm.jpg"	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 15, 7, 10, 8]	47	3
"//upload.wikimedia.org/wikipedia/commons/transcoded/c/cb/High_Speed_Flash_Photography.webmhd.webm/High_Speed_Flash_Photography.webmhd.webm.160p.ogv"	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 15, 7, 10, 8]	47	3
"//upload.wikimedia.org/wikipedia/commons/transcoded/c/cb/High_Speed_Flash_Photography.webmhd.webm/High_Speed_Flash_Photography.webmhd.webm.360p.ogv"	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 15, 7, 10, 8]	47	3
"//upload.wikimedia.org/wikipedia/commons/transcoded/c/cb/High_Speed_Flash_Photography.webmhd.webm/High_Speed_Flash_Photography.webmhd.webm.360p.webm"	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 15, 7, 10, 8]	47	3
"//upload.wikimedia.org/wikipedia/commons/transcoded/c/cb/High_Speed_Flash_Photography.webmhd.webm/High_Speed_Flash_Photography.webmhd.webm.480p.ogv"	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 15, 7, 10, 8]	47	3
"//upload.wikimedia.org/wikipedia/commons/transcoded/c/cb/High_Speed_Flash_Photography.webmhd.webm/High_Speed_Flash_Photography.webmhd.webm.480p.webm"	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 15, 7, 10, 8]	47	3
Glenn_Davis_(web_design)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 7, 10, 18, 6]	47	21
Gqunukhwebe	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 7, 11, 14, 3]	47	9
Serendipity_(weblog_software)	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 2, 14, 3, 25]	47	37
Golden_orb-web_spider	['20160601', '20160602', '20160603', '20160604', '20160605']	[15, 7, 6, 6, 11]	45	1
2000_in_webcomics	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 6, 14, 11, 5]	44	16
Rare_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 6, 9, 8, 13]	44	16
ThunderHawk_(web_browser)	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 7, 13, 10, 11]	44	24
Chortle_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 6, 7, 16, 10]	43	23
DICOMweb	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 17, 5, 9, 4]	43	-7
Food_webs	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 11, 12, 2, 8]	43	1
Private_(web_series)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 4, 10, 9, 13]	43	21
The_Book_of_Life_(website)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 7, 11, 10, 9]	43	17
The_Podcast_(webisodes)	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 8, 8, 9, 5]	43	1
2007_in_webcomics	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 5, 17, 10, 5]	42	22
Samanta_Schweblin	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 12, 9, 5, 6]	42	-2
"//upload.wikimedia.org/wikipedia/commons/8/87/Indonesia_and_Malaysia_Aikido_Demonstration_(Block_3.3)_at_WCG_2013.webm"	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 8, 3, 6, 12]	41	1
2001_in_webcomics	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 5, 13, 12, 5]	41	19
2013_in_webcomics	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 8, 12, 3, 11]	41	11
Mars_webcam	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 7, 4, 11, 13]	41	15
The_Hunted_(web_series)	['20160601', '20160602', '20160603', '20160604', '20160605']	[15, 6, 8, 4, 8]	41	-1
Wobbly-web_wheel	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 7, 10, 10, 7]	41	13
"//upload.wikimedia.org/wikipedia/commons/thumb/8/87/Indonesia_and_Malaysia_Aikido_Demonstration_(Block_3.3)_at_WCG_2013.webm/854px--Indonesia_and_Malaysia_Aikido_Demonstration_(Block_3.3)_at_WCG_2013.webm.jpg"	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 8, 3, 6, 11]	40	0
"//upload.wikimedia.org/wikipedia/commons/transcoded/8/87/Indonesia_and_Malaysia_Aikido_Demonstration_(Block_3.3)_at_WCG_2013.webm/Indonesia_and_Malaysia_Aikido_Demonstration_(Block_3.3)_at_WCG_2013.webm.1080p.webm"	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 8, 3, 6, 11]	40	0
"//upload.wikimedia.org/wikipedia/commons/transcoded/8/87/Indonesia_and_Malaysia_Aikido_Demonstration_(Block_3.3)_at_WCG_2013.webm/Indonesia_and_Malaysia_Aikido_Demonstration_(Block_3.3)_at_WCG_2013.webm.160p.ogv"	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 8, 3, 6, 11]	40	0
"//upload.wikimedia.org/wikipedia/commons/transcoded/8/87/Indonesia_and_Malaysia_Aikido_Demonstration_(Block_3.3)_at_WCG_2013.webm/Indonesia_and_Malaysia_Aikido_Demonstration_(Block_3.3)_at_WCG_2013.webm.360p.ogv"	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 8, 3, 6, 11]	40	0
"//upload.wikimedia.org/wikipedia/commons/transcoded/8/87/Indonesia_and_Malaysia_Aikido_Demonstration_(Block_3.3)_at_WCG_2013.webm/Indonesia_and_Malaysia_Aikido_Demonstration_(Block_3.3)_at_WCG_2013.webm.360p.webm"	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 8, 3, 6, 11]	40	0
"//upload.wikimedia.org/wikipedia/commons/transcoded/8/87/Indonesia_and_Malaysia_Aikido_Demonstration_(Block_3.3)_at_WCG_2013.webm/Indonesia_and_Malaysia_Aikido_Demonstration_(Block_3.3)_at_WCG_2013.webm.480p.ogv"	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 8, 3, 6, 11]	40	0
